Nama,cluster_ind_fastrp_256
PT SUMBER ALFARIA TRIJAYA TBK,1
PT SUMBER BERLIAN MOTORS,3
PT SUMBER CEMERLANG KENCANA PERMAI,1
PT SUMBER DAYA ENERGI,3
PT SUMBER EKA MANDIRI,3
PT SUMBER GLOBAL ENERGY TBK,0
PT SUMBER GRAHA SEJAHTERA,1
PT SUMBER INDAH LESTARI,1
PT SUMBER JAYATAMA NUSANTARA,1
PT SUMBER KARYA SUKSES,1
PT SUMBER KEMAS INDONESIA,3
PT SUMBER KITA INDAH,3
PT SUMBER KOPI PRIMA,1
PT SUMBER KURNIA ALAM,3
PT SUMBER LAWANG PUTRA,0
PT SUMBER MAJU PERKASA,1
PT SUMBER MEGAH NUSANTARA,0
PT SUMBER MINA SAMUDERA,1
PT SUMBER MITRA JAYA,0
PT SUMBER NUGRAHA BERJAYA,1
PT SUMBER SAWIT MAKMUR,3
PT SUMBER SETAMURNI,1
PT SUMBER SURYADAYA PRIMA,3
PT SUMBER TANI AGUNG RESOURCES TBK,3
PT SUMBER TIRTA SENTOSA,1
PT SUMBER TRIJAYA LESTARI,1
PT SUMBER URIP SEJATI,1
PT SUMBERDAYA ARINDO,0
PT SUMBERDAYA SEWATAMA,2
PT SUMBERDAYA SINARBARU,1
PT SUMI RUBBER INDONESIA,3
PT SUMIDEN SERASI WIRE PRODUCTS,0
PT SUMMARECON AGUNG TBK,3
PT SUNAN RUBBER,0
PT SUNGAI BERLIAN MAHAKAM,1
PT SUNGAI BUDI,2
PT SUNGAI RANGIT,1
PT SUNTER LAKESIDE HOTEL TBK,3
PT SUPER ENERGY TBK,0
PT SUPERCHEM PRIMA LESTARI,0
PT SUPERKRANE MITRA UTAMA TBK,3
PT SUPERNOVA,1
PT SUPERNOVA FLEXIBLE PACKAGING,1
PT SUPRA MATRA ABADI,1
PT SUPRA PRIMATAMA NUSANTARA,3
PT SUPRABARI MAPANINDO MINERAL,2
PT SUPREME CABLE MANUFACTURING & COMMERCE TBK,1
PT SUPREME POWER,0
PT SURABAYA KERAMIK,0
PT SURGIKA ALKESINDO,3
PT SURI NUSANTARA JAYA,1
PT SUROPATI JAYA ABADI,1
PT SURYA BARU,0
PT SURYA BIRU MURNI ACETYLENE TBK,3
PT SURYA BUANA LESTARIJAYA,0
PT SURYA BUMIMEGAH SEJAHTERA,0
PT SURYA CITRA MULTIMEDIA,1
PT SURYA CITRA TELEVISI,2
PT SURYA FAJAR CAPITAL TBK,1
PT SURYA INTAN SENTANA JAYA,0
PT SURYA INTI SARANA,3
PT SURYA INTI SAWIT KAHURIPAN,3
PT SURYA KARMAN KENCANA,0
PT SURYA KENCANA MANUNGGAL,1
PT SURYA MEGA ADIPERKASA,0
PT SURYA MEGAH MUSTIKA,0
PT SURYA MULTI INDOPACK,3
PT SURYA NUSANTARA TEKNIK,0
PT SURYA PERTIWI NUSANTARA,3
PT SURYA PERTIWI TBK,3
PT SURYA RAYA CAPITAL,1
PT SURYA SEMESTA INTERNUSA TBK,2
PT SURYA STEEL,1
PT SURYA SUBUR LESTARI,0
PT SURYA TEKNOLOGI PERKASA,3
PT SURYACIPTA SWADAYA,1
PT SURYAKEMASINDO SEJATI,1
PT SURYAMAS TRANSPORT NUSANTARA,0
PT SURYAPRABHA JATISATYA,0
PT SUZUKI INDOMOBIL MOTOR,1
PT SUZUKI INDOMOBIL SALES,1
PT SWABINA GATRA,3
PT SWADAYA HARAPAN NUSANTARA,1
PT SWADAYA INDOPALMA,3
PT SWAKARYA ADHI USAHA,3
PT SWALAYAN SUKSES ABADI,1
PT SWAPRO INTERNATIONAL,0
PT SWARNADWIPA DERMAGA JAYA,0
PT SWARNIM MURNI MULIA,3
PT SWASEMBADA ORGANIS,3
PT SWEET GREENS INDONESIA,1
PT SYARATAN ABADI LESTARI,3
PT SYNGENTA INDONESIA,1
PT SYNNEX METRODATA INDONESIA,1
PT SYNTHETIC RUBBER INDONESIA,0
PT TAISEI PULAUINTAN CONSTRUCTION INTERNATIONAL,3
PT TAISHO PHARMACEUTICAL INDONESIA,1
PT TAITAT PUTRA REJEKI,3
PT TAKENAKA INDONESIA,0
PT TAMAN MERAH BALI,0
PT TAMAN MERAH INVESTASI,0
PT TAMAN WISATA JOGJA,0
PT TAMBANG DAMAI,3
PT TAMORA AGRO LESTARI,1
PT TANAH BUMBU RESOURCES,3
PT TANDITAMA MANDIRI,1
PT TANGERANG MATRA REAL ESTATE,3
PT TANGGUH KARYA UNGGUL,3
PT TANI SUPPLY INDONESIA,3
PT TANJUNG HARAPAN SELATAN,1
PT TANTRA TEXTILE INDUSTRY,3
PT TAPANULI INVESTASI AGRO,1
PT TAPIAN NADENGGAN,0
PT TARAKA JAYA SAMUDERA,1
PT TARIK SEMANGAT BERSAMA,3
PT TASTI ANUGERAH MANDIRI,0
PT TATA BUANA KARYA,0
PT TATA MANDIRI DAERAH LIPPO KARAWACI,1
PT TATA MINERAL NUSANTARA,1
PT TATAMETRIKA NUSANTARA,3
PT TATAMULIA NUSANTARA INDAH,3
PT TATARASA PRIMATAMA,1
PT TATE AND LYLE INDONESIA,0
PT TAWADA HEALTHCARE,1
PT TBS ENERGI UTAMA TBK,0
PT TD AUTOMOTIVE COMPRESSOR INDONESIA,3
PT TEBOPLASMA INTILESTARI,3
PT TECH DATA ADVANCED SOLUTIONS INDONESIA,1
PT TECHNOLOGY KARYA MANDIRI,1
PT TEGAR INTI SENTOSA,3
PT TEGUH PERKASA KARYA PERDANA,1
PT TEKNIK ALUM SERVICE,0
PT TEKNIK KONSTRUKSINDO PERKASA,0
PT TEKNO INFRASTRUKTUR SUKSES,3
PT TEKNOLOGI KREASI BANGSA,0
PT TEKNOLOGI PENGANGKUTAN INDONESIA,1
PT TELEFAST INDONESIA TBK,1
PT TELEKOMUNIKASI SELULAR,0
PT TELEMEDIA KOMUNIKASI PRATAMA,0
PT TELKOM AKSES,3
PT TELKOM INDONESIA (PERSERO) TBK,1
PT TELKOM INFRASTRUKTUR INDONESIA,1
PT TELKOM LANDMARK TOWER,1
PT TELKOM SATELIT INDONESIA,3
PT TEMAS SAGARA INDONESIA,0
PT TEMAS SAGARA INDONESIA (SEBELUMNYA PT TEMAS SUZUE INDONESIA),0
PT TEMAS TBK,0
PT TEMPO DIGITAL NUSANTARA,1
PT TEMPO NATURAL PRODUCTS,3
PT TERRAZONE INDONESIA,0
PT TERREGRA ASIA ENERGY,1
PT THE MASTER STEEL MANUFACTORY,3
PT THERMAX INTERNATIONAL INDONESIA,0
PT THIESS CONTRACTORS INDONESIA,1
PT THREEBOND GARPAN SALES INDONESIA,3
PT TIARA MARGA TRAKINDO,3
PT TIGA ANUGERAH KREASI BERSAMA,3
PT TIGA DAYA DIGITAL INDONESIA,1
PT TIGA DAYA ENERGI,1
PT TIGA JAYA ANDALAN,3
PT TIGA MANUNGGAL SYNTHETIC INDUSTRIES,3
PT TIGA OREGON PUTRA,1
PT TIGA SAUDARA HUSADA,0
PT TIGA SAUDARA PUTRI,1
PT TIGA SEKAWAN SERASI,1
PT TIGA TEKNOLOGI PERSADA,3
PT TIGA WARNA JAYA INDONESIA,1
PT TIGAKA DISTRINDO PERKASA,1
PT TIKI JALUR NUGRAHA EKAKURIR,1
PT TIMAS SUPLINDO,3
PT TIMURAYA TUNGGAL,0
PT TINATA SUKSES MANDIRI,1
PT TIRTA AMERTA JAYA LOGISTIK,1
PT TIRTA FRESINDO JAYA,0
PT TIRTA INVESTAMA,0
PT TIRTA NUSA BUANA,1
PT TIRTA PERMAI BAHARI,1
PT TIRTA SURYA RAYA,1
PT TITAN INFRA ENERGY,0
PT TITAN INVESTAMA,0
PT TITIAN BINAMIR METAL,0
PT TITIAN TRANS ENERGY,3
PT TITIK INDAH PERMAI,1
PT TIWA ABADI,3
PT TJAHJA SAKTI MOTOR,1
PT TMG CIPTA SINDO SELARAS,1
PT TOA GALVA INDUSTRIES,3
PT TOA GALVA PRIMA KARYA,0
PT TODA PILAR PRATAMA,1
PT TOKOPEDIA,0
PT TOKOPLAS ECOMMERCE INDONESIA,0
PT TOKYO RADIATOR SELAMAT SEMPURNA,3
PT TOP FOOD INDONESIA,1
PT TOPINDO ATLAS ASIA,3
PT TOPPAN PLASINDO LESTARI,1
PT TOPSY TEHNIK PRATAMA,0
PT TORRECID INDONESIA,1
PT TOUDANO MANDIRI ABADI,0
PT TOURINDO GUIDE INDONESIA TBK,2
PT TOWER BERSAMA INFRASTRUCTURE TBK,0
PT TOYA INDO MANUNGGAL,3
PT TOYO INK INDONESIA,1
PT TOYOTA ASTRA FINANCIAL SERVICES,0
PT TRAKINDO UTAMA,0
PT TRAKTOR NUSANTARA,0
PT TRANS DIGITAL MEDIA,1
PT TRANS ENERGY OPTIMA,0
PT TRANS INDONESIA SUPERKORIDOR,0
PT TRANS JABAR TOL,1
PT TRANS JAYA PERKASA,3
PT TRANS KALIMANTAN PERKASA,3
PT TRANS LAYANAN HALMAHERA,3
PT TRANS LOGISTIK PERKASA,3
PT TRANS PROPERTI INDONESIA,1
PT TRANS RETAIL INDONESIA,1
PT TRANSFARMA MEDICA INDAH,3
PT TRANSFORMA OTO PRIMA,3
PT TRANSINDO INTERDWIPANTARA,0
PT TRANSKON JAYA TBK,3
PT TRANSLINDO OCEAN PACIFIC,1
PT TRANSPORTASI JAKARTA,1
PT TRAVEL BLUE INDONESIA,1
PT TRENGGANA SUMAPALA ABADI,0
PT TRI ANANDA PRATAMA,0
PT TRI CITRA SEJAHTERA,3
PT TRI ENERGI TEKNOLOGI,0
PT TRI MITRA EKA KHATA,1
PT TRI SAPTA JAYA,1
PT TRI SAPTA SEJAHTERA,1
PT TRI SEJAHTERA PRATAMA,1
PT TRI SWARDANA UTAMA,0
PT TRIBARA KARYA,1
PT TRICOM MITRA MANDIRI,3
PT TRIDINAMIKA JAYA INSTRUMENT,0
PT TRIDUTA MITRA SEJAHTERA,1
PT TRIFITA PERKASA,3
PT TRIGUNA INTERNUSA PRATAMA,3
PT TRIJAYA GLOBAL MARINDO,1
PT TRIKARYA ARTHA ABADI,3
PT TRIKARYA SEMESTA,0
PT TRIMAS SARANA GARMENT INDUSTRY,1
PT TRIMATRA BANGUN PERSADA,3
PT TRIMATRA TATAGRAHA,0
PT TRIMEGAH KARYA PRATAMA TBK,1
PT TRIMEGAH SEKURITAS INDONESIA TBK,0
PT TRIMEGAH SUMBER MAS,1
PT TRIMITRA PRAWARA GOLDLAND TBK,1
PT TRIMITRA PROPERTINDO TBK,3
PT TRIMUDA NUANSA CITRA TBK,1
PT TRINISYAH ERSA PRATAMA,1
PT TRINITI DINAMIK TBK,1
PT TRINITI PRATAMA MULIA,0
PT TRINSEO MATERIALS INDONESIA,0
PT TRINUSA TRAVELINDO,1
PT TRIO EAGLE LOGISTIC,1
PT TRIPAR MULTIVISION PLUS,1
PT TRIPUTRA AGRO PERSADA TBK,1
PT TRIROYAL TIMURRAYA,0
PT TRISCO TAILORED APPAREL MANUFACTURING,1
PT TRISTAR MAKMUR KARTONINDO,1
PT TRISULA INSAN TIARA,3
PT TRISULA TEXTILE INDUSTRIES TBK,1
PT TRITAMA AJI LAKSANA,1
PT TRITUNGGAL ARTHAMAKMUR,1
PT TRITUNGGAL MITRA SAMUDERA,1
PT TRITUNGGAL SENTRA BUANA,1
PT TRITUNGGAL SUKSES PRATAMA,1
PT TRIYASA GEOKOMUNINDO,0
PT TROPICAL ELECTRONIC,1
PT TRUBA JAGA CITA,0
PT TRUBAINDO COAL MINING,2
PT TSINGKUN DUA DELAPAN,0
PT TUDUNG PUTRA PUTRI JAYA,1
PT TUNAS ALFIN TBK,2
PT TUNAS CAHAYA MANDIRI,0
PT TUNAS CAHAYA MANDIRI WIDYATAMA,3
PT TUNAS DWIPA MATRA,1
PT TUNAS INTI ABADI,2
PT TUNAS JAYA PERKASA,3
PT TUNAS JAYA SANUR,3
PT TUNAS PRIMA SEJAHTERA,1
PT TUNAS RIDEAN TBK,3
PT TUNAS TITAN MAJU,0
PT TUNGGAL JAYA INVESTAMA,3
PT TUNGGAL YUNUS ESTATE,1
PT TWINK INDONESIA,1
PT UBC MEDICAL INDONESIA,1
PT ULIMA NITRA TBK,1
PT ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK,1
PT UNEDO JAYA PERSADA,0
PT UNGGUL PRAKARSA PRISMA,1
PT UNGGUL PRATAMA MEDIKA,0
PT UNI-CHARM INDONESIA TBK,3
PT UNIONINDO STEEL INDUSTRY,1
PT UNIPACK INDOSYSTEMS,1
PT UNIRAMA DUTA NIAGA,0
PT UNITAMA SINERGI SUKSES,3
PT UNITECH MITRANUSA,3
PT UNITED CAN,0
PT UNITED SHIPPING INDONESIA,3
PT UNITED TRACTORS SEMEN GRESIK,3
PT UNIVERSAL CIPTA PANGAN,1
PT UNIVERSAL METAL TRADING,3
PT UNTUNG BERSAMA SEJAHTERA,1
PT UNZA VITALIS,1
PT UOMO DONNA INDONESIA,3
PT URBAN JAKARTA PROPERTINDO TBK,3
PT USAHA AGRO INDONESIA,1
PT USAHA KITA SUKSES MANDIRI,1
PT USAHA MAJU MAKMUR,1
PT UTAMA PRATAMA MEDIKA,0
PT UTAMA SARANA MEDIKA,0
PT UTAMA WIRA KARYA JAYA PERKASA,3
PT UWAY ENERGI PERDANA,1
PT V2 INDONESIA,1
PT VALENTINO KULINER INDONESIA,1
PT VALIENT SYNERGY INDONESIA,1
PT VARIA USAHA BETON,0
PT VEKTOR MARITIM,1
PT VENTURINDO ENGINEERING,3
PT VENUS PRIMA,0
PT VICTORIA ALIFE INDONESIA,1
PT VICTORIA CARE INDONESIA TBK,1
PT VICTORIA INSURANCE TBK,0
PT VICTORIA INVESTAMA TBK,2
PT VICTORIA SEKURITAS INDONESIA TBK,1
PT VICTORINDO PRATAMA MANDIRI,3
PT VICTORY UTAMA KARYA,3
PT VIDIO DOT COM,2
PT VINDER WYNART INDONESIA,0
PT VIRGO KENCANA SEJATI LINE,1
PT VIRTUE DRAGON NICKEL INDUSTRY,0
PT VIRTUS TECHNOLOGY INDONESIA,3
PT VISI KREASI STUDIO,0
PT VISI MEDIA ASIA TBK,2
PT VISI TELEKOMUNIKASI INFRASTRUKTUR TBK,2
PT VISINEMA PICTURES,0
PT VISIONET DATA INTERNASIONAL,1
PT VISIONET INTERNASIONAL,1
PT VISTA CONTRACTING SERVICES,0
PT VISTA PERMATA INDAH,1
PT VIVO MOBILE INDONESIA,3
PT VODA INDONESIA,2
PT VOLTA INDONESIA SEMESTA,0
PT VOLVO INDONESIA,1
PT WAHANA BARATAMA MINING,3
PT WAHANA CITRA NABATI,3
PT WAHANA INFRASTRUKTUR NUSANTARA,3
PT WAHANA INTERFOOD NUSANTARA TBK,0
PT WAHANA INTI SELARAS,3
PT WAHANA LENTERA RAYA,1
PT WAHANA LESTARI MAKMUR SUKSES,0
PT WAHANA LOGISTIK SEMESTA,1
PT WAHANA PIRANTI GUNA,0
PT WAHANA TUNGGAL PUTRA,3
PT WAHANA YASA INTERNATIONAL SHIPPING,1
PT WAHANABHARA BHAKTI,0
PT WAHANAKARSA SWANDIRI,3
PT WALASUJI PADMARIN NUSANTARA,0
PT WANAKASITA NUSANTARA,3
PT WANXIANG NICKEL INDONESIA,3
PT WARGI SANTOSA,1
PT WARNA MAKMUR ABADI,3
PT WARU KALTIM PLANTATION,3
PT WASKITA BETON PRECAST TBK,3
PT WASKITA KARYA (PERSERO) TBK,3
PT WASKITA MODERN REALTI,1
PT WATAMA PRIMA,1
PT WAVIV TECHNOLOGIES,1
PT WEB ARCHITECT TECHNOLOGY,1
PT WEDIARAYA PRIMA,0
PT WEHA TRANSPORTASI INDONESIA TBK,2
PT WEICHAI INDONESIA UTAMA,3
PT WEJAS IMANUEL,0
PT WELL HARVEST WINNING ALUMINA REFINERY,1
PT WELLY EXTENSI INDOHAULING,1
PT WESTSTAR AVIATION INDONESIA,3
PT WEWORK SERVICES INTERNATIONAL,1
PT WICAKSANA ANUGERAH SOLUSINDO,0
PT WIDODO MAKMUR PERKASA TBK,1
PT WIDODO MAKMUR UNGGAS TBK,1
PT WIDYA PERKASA BAHARI,3
PT WIJAYA KARYA (PERSERO) TBK,3
PT WIJAYA KARYA BANGUNAN GEDUNG TBK,0
PT WIJAYA KARYA INDUSTRI & KONSTRUKSI,3
PT WIJAYA KARYA INDUSTRI DAN KONSTRUKSI,3
PT WIJAYA KARYA KRAKATAU BETON,0
PT WIJAYA KARYA REALTY,3
PT WIKARAGA SAPTA UTAMA,3
PT WILMAR CAHAYA INDONESIA TBK,1
PT WILSON TUNGGAL PERKASA,3
PT WINNER NUSANTARA JAYA TBK,1
PT WIRA BHUMI SEJATI,3
PT WIRA GLOBAL SOLUSI TBK,3
PT WIRA JAYA MANDIRI,0
PT WIRA PAMUNGKAS PARIWARA,3
PT WIRA RAGNA CIPTA,3
PT WIRA SADANA LESTARI,0
PT WIRAKARYA SAKTI,3
PT WIRATAMA INTI SENTOSA,1
PT WIRYA KRENINDO PERKASA,1
PT WISATA KAWAN ABADI,3
PT WISISCO BAJA PUTRA,1
PT WISMA SARANA TEKNIK,0
PT WITA LARAS KIRANA,1
PT WONDERFUL INDAH JAYA,1
PT WONOKOYO JAYA CORPORINDO,3
PT WOO IN,1
PT WOORI FINANCE INDONESIA TBK,3
PT WORCKHARDT PHARMA INDO,1
PT WORLD INNOVATIVE TELECOMMUNICATION,0
PT WULANDARI BANGUN LAKSANA,1
PT XDC INDONESIA,3
PT XIAOMI COMMUNICATIONS INDONESIA,1
PT XIAOMI TECHNOLOGY INDONESIA,3
PT XLSMART TELECOM SEJAHTERA TBK,3
PT YALI CONSTRUCTION INDONESIA,0
PT YAMAHA INDONESIA MOTOR MANUFACTURING,3
PT YAMAHA MUSICAL PRODUCTS ASIA,0
PT YAMAZAKI INDONESIA,2
PT YASA PATRIA PERKASA,1
PT YASHI INDONESIA INVESTMENT,0
PT YASULOR INDONESIA,0
PT YELOOO INTEGRA DATANET TBK,0
PT YIHUA INDOCHINA TRADING,0
PT YKK ZIPPER INDONESIA,3
PT YONGWANG ELECTRONICS INDONESIA,0
PT YORGO ANUGERAH NUSANTARA,1
PT YUDHA BANGUN PERSADA,1
PT YUXIN SHIPPING LINE,1
PT ZAZA ANUGERAH MANDIRI,1
PT ZEBRA ENERGI,3
PT ZHAO HUI NICKEL,0
PT ZINUS GLOBAL INDONESIA,1
PT ZKDIGIMAX EXCEL NOBLE,2
PT ZTE INDONESIA,1
PT ZTT CABLE INDONESIA,3
PT ZULU ALPHA PAPA,0
PT ZYREXINDO MANDIRI BUANA TBK,0
PUBLIC,1
PUDJI ASTUTI,3
PUDJI HARIANTO,3
PUDJIADI & SONS TBK,0
PUDJIADI PRESTIGE TBK,0
PUJIHASANA WIJAYA,1
PUJIONO ACHMADI,1
PULUNG PERANGINANGIN,3
PURNAMADEWI HUDIANTO,2
PURNAMAWATI GUMULYA,1
PURNOMO PRAWIRO,2
PURNORIJANTO SONORUKMINTO,3
PUTERA SAMPOERNA,1
PUTRA PRIBADI,3
PUTRAMA W SETYAWAN,3
PUTRI PARAMITA SUDALI,0
PUTRI SELARAS,3
PUTU AGUNG PRIANTA,0
PUTU IRIN GENTA MARUNG,1
R ARIEF WICAKSONO,3
R B KURNIAWAN,3
R DUDY MUCHTAR SHARIF,0
R HESTHI SAMBODO,3
R NURWULAN KUSUMAWATI,3
RABINDRA WISATRYA,0
RACHMAT HUTAMA,3
RACHMAT INDRAJAYA,2
RACHMAT MULIA SURYAHUSADA,3
RACHMAT MULYANA HAMAMI,0
RACHMAT SOBARI HAMAMI,0
RACHMAT SUTIONO,1
RADANA BHASKARA FINANCE TBK,1
RADEN ACHMAD SADIKIN,3
RADEN ARIS DANARDIANTO,0
RADEN MAS HARYO ARYO HIDAYAT ADISENO,0
RADEN MOHAMAD KARTOBI,3
RADEN PARDEDE,1
RADEN YOHANES KRISTIAN HARDIANTO,3
RADEYA RANGGASATI,1
RADIANT UTAMA INTERINSCO TBK,3
RADNAH PATINA,1
RAFII HAMDI,0
RAFLY TUNGGAL PUTRA,1
RAGIL MARZUKI SUMARNO,0
RAHADIAN NUGRAHA AGUNG,0
RAHAJOE DEWININGROEM SOENJOTO,1
RAHARDJO DHARMA,0
RAHMAT MULIA S,3
RAHMAT RIDLO,1
RAHMAT SUTOYO,1
RAHMAT WINCONO,1
RAHMAT ZUHRI,1
RAHMIONO,1
RAISA ANDRIANA,1
RAJA MUHD FAZLI BIN RAJA MUHD ZALANI,1
RAJA SAPTA ERVIAN,3
RAJEEV SETHI,3
RAJESH KEWALRAM JAGTIANI,1
RAJIV LAZUARDI IMAN,0
RAJPAL YADAV,1
RAM JETHMAL PUNJABI,1
RAM KUMAR JAYARAMAN,1
RAMAJANTO TIRTAWISATA,1
RAMAN SHARMA,0
RAMAYANA LESTARI SENTOSA TBK,3
RAMESH LALCHAND PRIDHNANI RAM SORAYA,3
RAMESH VELOO,0
RAMLI,1
RAMON S ANG,3
RANDY EFFENDI,0
RANDY GUNAWAN,1
RANDY KURNIAWAN LIE,1
RANGGA ANANTA,1
RAO GUORONG,0
RAPI FILM,3
RAPINIS MUTIARA,1
RASJID ARIFIN,2
RATIH DEWIHANDAJANI L,2
RATIH ESTI PRIHATINI,3
RATNA ANDY,3
RATNA DJUWITA HATMA,1
RATNA HANDANA,1
RATNA HEIMAWATY ZAIN,3
RATNA IRSANA,1
RATNA MAKNAWI,0
RATU ISYANA BAGOES OKA,1
RATU TATU CHASANAH,3
RAUF KAHRUDIN,1
RAUF PURNAMA,2
RAUT PISGA SIREGAR,3
RAVI KIRAN YELURI,3
RAY ABRAHAM SYAHBAN,1
RAY ANTONIO GUNARA,3
RAYA PONTUS SAMOSIR,3
RAYMOND,0
RAYMOND LOHO,1
RB PERMANA AGUNG DRADJATTUN,3
RD ADI WARDHANA SARIAATMADJA,0
RD JAMES R SUBEKTI,1
REBECCA BRIONY SCOTT,0
REBECCA HALIM,1
RECKY ARJON,1
REDJEKI KASIN,0
REGINALD TRISNA,0
REINA KUMALA KWEE,3
REINALD SISWANTO,0
REINALDO MARTIN,0
REINHART MULJADI,3
RELIANCE SEKURITAS INDONESIA TBK,1
REN YI NEWTON DJATMIKO,3
RENA DEWI SATITI,1
RENALDI TOWOLIU,0
RENALDUS IWAN SUMARTA,1
RENDY RONALDY BIMANTARA,3
RENI ANGGRAENI,1
RENI WULANDARI,1
RENIWATI DARMAKUSUMAH,1
RENOBULAN RIZAL SINI SUHEIMI,3
RENOLD HUTAGAOL,0
RESOURCE ALAM INDONESIA TBK,3
RESTU PRIBADI,1
RETINA ROSABAI,3
RETNAWATI,1
RETNO LESTARI PRIANSARI MARSUDI,3
RETNO WAHYUNI WIJAYANTI,3
REUBEN SURYAMEGA,3
REX ALEXANDER JOSEPH SYAUTA,3
REYNALDI HERMANSJAH,1
REYNER SETIAWAN,1
REZA AULIA HAKIM,1
REZA FEBRIANO,1
REZA NIA SAFAVI,3
REZA PRIYAMBADA,1
REZA SOEHADI,0
REZA VIRYAWAN,3
REZA WIBISANA SUBEKTI,1
RHEZA RR SUSANTO,0
RIADI DIDIK TJAHJANTO,1
RIAN ERIANA KASLAN,3
RIANA,3
RIANDA SULISTYANINGRUM,3
RIAU PRIMA ENERGI,3
RICARDO GELAEL,3
RICARDO SETIAWANTO,0
RICCI PAULI SAPUTRA,3
RICHARD ADISASTRA,3
RICHARD B T MALESSY,0
RICHARD HALIM KUSUMA,3
RICHARD HEINHUIS,1
RICHARD NURSALIM,1
RICHARD PALLAR,1
RICHARD RACHMADI WIRIAHARDJA,3
RICHARD SUWANDI LIE,1
RICHARD THEDYARDI,3
RICHARD WIRIAHARDJA,3
RICHARDS MATTHEW PAUL,0
RICHIE LEROY HASAN,0
RICHY SYAHPUTRA FANI,0
RICKY AFRIANTO GUNADI,0
RICKY GUNAWAN,3
RICKY HERMAN,0
RICKY LAURUS,3
RICKY PUTRA GLOBALINDO TBK,3
RICKY ROESLI,1
RICKY SASTRA HIDAYAT,3
RICKY SEPTEANTO,3
RICO ADISURJA SETIAWAN,1
RIDUAN,1
RIDUAN EFFENDI,3
RIDWAN,2
RIDWAN ABADI,1
RIDWAN ABDUL CHALIF IRAWAN,3
RIDWAN BUDIJONO,1
RIDWAN ONG,0
RIEFKY YUSWANDI,1
RIETA AMILIA BETA,1
RIJA JUDASWARA,3
RIJANTO ONGGO WAHONO,1
RIKA HADI,3
RIKO ADYTHIA RIKO TASMAYA,3
RIKO DANAR PRASTYONO,3
RIKO SETYABUDHY HANDOKO,1
RIKY BOY H PERMATA,1
RIMAWATI SUJAGI,1
RIMBUN SITUMORANG,3
RINA BUDHI ARYANI,3
RINA DEWIYANTI,1
RINA RA H RADINAL MAKSUM,1
RINALDI,1
RINDU RAULI PERSADAAN KARO KARO,1
RINI DWIYANTI,3
RINI FAHRIAL,1
RINI MARIANI SOEMARNO,0
RINO SYAMSURI,0
RINTO,3
RIO GOZAL,0
RIO HANDONO,3
RIO TINTO SIRAIT,3
RIONALD SILABAN,1
RIONALDO THEDYARDI,3
RIORY RIVANDY,0
RIPIN TJITRA,1
RIRIS HARYATI,0
RISDA YULITA,1
RISTIA BINTANG MAHKOTASEJATI TBK,3
RISTIA TRISGIYANTI,1
RISWANDA GINTING,3
RITA INDRAWATI,3
RITA MIRASARI,3
RITESH KUMAR,3
RITO ALAM RIZAL SINI,3
RIVAN ACHMAD PURWANTONO,1
RIYADI,1
RIYANTHI HANDAYANI,1
RIZAL MALLARANGENG,1
RIZAL SOERANTIO,0
RIZALDI LIMPAS,1
RIZKAN FIRMAN,1
RM ARYO MAULANA BBH,1
RM SJARIFFUDIN MOHAMMAD SJARIFFUDIN,3
RM WAHYUKUSUMO WISNUBROTO,3
ROBBIN TANDRIN,1
ROBBY ADIJAYA,3
ROBBY HENDRA WIJAYA,3
ROBBY HERMANTO,1
ROBBY MONDONG,0
ROBBY TASLIM,1
ROBBY YULIANTO,3
ROBEEN SYAIFUL,1
ROBERT BUDI HARTONO,1
ROBERT CHANDRAKELANA ADJIE,1
ROBERT CHRISTIAN TANOKO,3
ROBERT EMIEL WANNEE,1
ROBERT GARAVAGNO,1
ROBERT PAKPAHAN,3
ROBERT SEUNG,3
ROBERT SUTEJA,1
ROBERT TANMIZI,0
ROBERT TJIANDRA,3
ROBERT VAN NELSON,3
ROBERTO BLASIUS SANGKA,1
ROBERTO CALLIERI,0
ROBERTO LORATO,3
ROBERTUS BISMARKA KURNIAWAN,1
ROBERTUS JULIARTO GUNAWAN,1
ROBIN LO,1
ROBIN SETYONO,3
ROBY IRWANTO,1
ROBY TAN,0
RODA VIVATEX TBK,0
RODI JUDO DAHONO,1
ROESLINA GUSTI,1
ROESMANHADI,1
ROHADI,0
ROHAN HAFAS,1
ROIS SUNANDAR,0
ROLAND MICHAEL WAIBEL,0
ROLLY RAHADIAN,1
ROMA ASIANTY,0
ROMBE,0
ROMMY HARTONO THEOS,0
ROMO NITIYUDO WACHJO,1
ROMY,3
ROMY FIRMANGUSTRI,0
RONALD GUNAWAN,3
RONALD SUTARDJA,0
RONALD WALLA,3
RONI KUNTO,3
RONI PERMADI KUSUMAH,1
RONNY HADIANA,1
RONNY KUSGIANTA,0
RONNY LEONARD HAMID DIANA ANDI,3
RONNY LUKITO,3
RONNY MASSIE,0
RONNY PRASETYA,0
RONNY VENIR,3
RONY HANITYO APRIANTO,1
RONY HARIANTO,1
RORITA LIM,2
ROSA PERMATA SARI,3
ROSALINA GUNAWAN,0
ROSALINA INDRA WIRAWATI,0
ROSANO BARACK,2
ROSMAYA,2
ROSMEITYNA,1
ROSMINI LIDARJONO,0
ROSY MERIANTI TANUADJI,3
ROY BUDIJANTO TJONDROWIDJOJO,1
